Lugar de condena;Tipo de Delito;Periodo;
16 País Vasco;19.3 Desobediencia y denegación auxilio;2018;7
16 País Vasco;19.3 Desobediencia y denegación auxilio;2017;0
16 País Vasco;19.3 Desobediencia y denegación auxilio;2016;2
16 País Vasco;19.3 Desobediencia y denegación auxilio;2015;2
16 País Vasco;19.3 Desobediencia y denegación auxilio;2014;1
16 País Vasco;19.3 Desobediencia y denegación auxilio;2013;0
16 País Vasco;19.99 Otros delitos contra la Administración Pública;2019;3
16 País Vasco;19.99 Otros delitos contra la Administración Pública;2018;8
16 País Vasco;19.99 Otros delitos contra la Administración Pública;2017;6
16 País Vasco;19.99 Otros delitos contra la Administración Pública;2016;3
16 País Vasco;19.99 Otros delitos contra la Administración Pública;2015;1
16 País Vasco;19.99 Otros delitos contra la Administración Pública;2014;5
16 País Vasco;19.99 Otros delitos contra la Administración Pública;2013;5
16 País Vasco;20 Contra la Administración de Justicia;2019;967
16 País Vasco;20 Contra la Administración de Justicia;2018;898
16 País Vasco;20 Contra la Administración de Justicia;2017;836
16 País Vasco;20 Contra la Administración de Justicia;2016;802
16 País Vasco;20 Contra la Administración de Justicia;2015;833
16 País Vasco;20 Contra la Administración de Justicia;2014;781
16 País Vasco;20 Contra la Administración de Justicia;2013;767
16 País Vasco;20.5 Acusación y denuncia falsa;2019;64
16 País Vasco;20.5 Acusación y denuncia falsa;2018;72
16 País Vasco;20.5 Acusación y denuncia falsa;2017;54
16 País Vasco;20.5 Acusación y denuncia falsa;2016;65
16 País Vasco;20.5 Acusación y denuncia falsa;2015;60
16 País Vasco;20.5 Acusación y denuncia falsa;2014;55
16 País Vasco;20.5 Acusación y denuncia falsa;2013;62
16 País Vasco;20.5.1 Acusación y denuncias falsas;2019;15
16 País Vasco;20.5.1 Acusación y denuncias falsas;2018;17
16 País Vasco;20.5.1 Acusación y denuncias falsas;2017;13
16 País Vasco;20.5.1 Acusación y denuncias falsas;2016;13
16 País Vasco;20.5.1 Acusación y denuncias falsas;2015;12
16 País Vasco;20.5.1 Acusación y denuncias falsas;2014;10
16 País Vasco;20.5.1 Acusación y denuncias falsas;2013;18
16 País Vasco;20.5.2 Simulación del delito;2019;49
16 País Vasco;20.5.2 Simulación del delito;2018;55
16 País Vasco;20.5.2 Simulación del delito;2017;41
16 País Vasco;20.5.2 Simulación del delito;2016;52
16 País Vasco;20.5.2 Simulación del delito;2015;48
16 País Vasco;20.5.2 Simulación del delito;2014;45
16 País Vasco;20.5.2 Simulación del delito;2013;44
16 País Vasco;20.8 Quebrantamiento de condena;2019;878
16 País Vasco;20.8 Quebrantamiento de condena;2018;796
16 País Vasco;20.8 Quebrantamiento de condena;2017;745
16 País Vasco;20.8 Quebrantamiento de condena;2016;708
16 País Vasco;20.8 Quebrantamiento de condena;2015;746
16 País Vasco;20.8 Quebrantamiento de condena;2014;697
16 País Vasco;20.8 Quebrantamiento de condena;2013;686
16 País Vasco;20.99 Otros delitos contra la Administración de Justicia;2019;25
16 País Vasco;20.99 Otros delitos contra la Administración de Justicia;2018;30
16 País Vasco;20.99 Otros delitos contra la Administración de Justicia;2017;37
16 País Vasco;20.99 Otros delitos contra la Administración de Justicia;2016;29
16 País Vasco;20.99 Otros delitos contra la Administración de Justicia;2015;27
16 País Vasco;20.99 Otros delitos contra la Administración de Justicia;2014;29
16 País Vasco;20.99 Otros delitos contra la Administración de Justicia;2013;19
16 País Vasco;22 Contra el orden público;2019;780
16 País Vasco;22 Contra el orden público;2018;676
16 País Vasco;22 Contra el orden público;2017;682
16 País Vasco;22 Contra el orden público;2016;593
16 País Vasco;22 Contra el orden público;2015;552
16 País Vasco;22 Contra el orden público;2014;597
16 País Vasco;22 Contra el orden público;2013;651
16 País Vasco;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2019;733
16 País Vasco;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2018;628
16 País Vasco;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2017;641
16 País Vasco;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2016;547
16 País Vasco;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2015;521
16 País Vasco;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2014;556
16 País Vasco;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2013;586
16 País Vasco;22.2.1 Atentados contra la autoridad;2019;306
16 País Vasco;22.2.1 Atentados contra la autoridad;2018;248
16 País Vasco;22.2.1 Atentados contra la autoridad;2017;264
16 País Vasco;22.2.1 Atentados contra la autoridad;2016;236
16 País Vasco;22.2.1 Atentados contra la autoridad;2015;206
16 País Vasco;22.2.1 Atentados contra la autoridad;2014;235
16 País Vasco;22.2.1 Atentados contra la autoridad;2013;232
16 País Vasco;22.2.2 Resistencia y desobediencia;2019;427
16 País Vasco;22.2.2 Resistencia y desobediencia;2018;380
16 País Vasco;22.2.2 Resistencia y desobediencia;2017;377
16 País Vasco;22.2.2 Resistencia y desobediencia;2016;311
16 País Vasco;22.2.2 Resistencia y desobediencia;2015;315
16 País Vasco;22.2.2 Resistencia y desobediencia;2014;321
16 País Vasco;22.2.2 Resistencia y desobediencia;2013;354
16 País Vasco;22.99 Otros delitos contra el orden público;2019;47
16 País Vasco;22.99 Otros delitos contra el orden público;2018;48
16 País Vasco;22.99 Otros delitos contra el orden público;2017;41
16 País Vasco;22.99 Otros delitos contra el orden público;2016;46
16 País Vasco;22.99 Otros delitos contra el orden público;2015;31
16 País Vasco;22.99 Otros delitos contra el orden público;2014;41
16 País Vasco;22.99 Otros delitos contra el orden público;2013;65
16 País Vasco;R Resto de delitos;2019;156
16 País Vasco;R Resto de delitos;2018;135
16 País Vasco;R Resto de delitos;2017;134
16 País Vasco;R Resto de delitos;2016;127
16 País Vasco;R Resto de delitos;2015;115
16 País Vasco;R Resto de delitos;2014;107
16 País Vasco;R Resto de delitos;2013;93
17 Rioja, La;A Total Delitos;2019;2.439
17 Rioja, La;A Total Delitos;2018;2.734
17 Rioja, La;A Total Delitos;2017;2.476
17 Rioja, La;A Total Delitos;2016;2.561
17 Rioja, La;A Total Delitos;2015;1.956
17 Rioja, La;A Total Delitos;2014;1.890
17 Rioja, La;A Total Delitos;2013;1.686
17 Rioja, La;1 Homicidio y sus formas;2019;4
17 Rioja, La;1 Homicidio y sus formas;2018;14
17 Rioja, La;1 Homicidio y sus formas;2017;16
17 Rioja, La;1 Homicidio y sus formas;2016;27
17 Rioja, La;1 Homicidio y sus formas;2015;8
17 Rioja, La;1 Homicidio y sus formas;2014;17
17 Rioja, La;1 Homicidio y sus formas;2013;12
17 Rioja, La;1.1 Homicidio;2019;0
17 Rioja, La;1.1 Homicidio;2018;2
17 Rioja, La;1.1 Homicidio;2017;3
17 Rioja, La;1.1 Homicidio;2016;5
17 Rioja, La;1.1 Homicidio;2015;3
17 Rioja, La;1.1 Homicidio;2014;5
17 Rioja, La;1.1 Homicidio;2013;5
17 Rioja, La;1.2 Asesinato;2019;0
17 Rioja, La;1.2 Asesinato;2018;0
17 Rioja, La;1.2 Asesinato;2017;2
17 Rioja, La;1.2 Asesinato;2016;3
17 Rioja, La;1.2 Asesinato;2015;0
17 Rioja, La;1.2 Asesinato;2014;1
17 Rioja, La;1.2 Asesinato;2013;2
17 Rioja, La;1.3 Homicidio por imprudencia;2019;4
17 Rioja, La;1.3 Homicidio por imprudencia;2018;12
17 Rioja, La;1.3 Homicidio por imprudencia;2017;11
17 Rioja, La;1.3 Homicidio por imprudencia;2016;19
17 Rioja, La;1.3 Homicidio por imprudencia;2015;5
17 Rioja, La;1.3 Homicidio por imprudencia;2014;11
17 Rioja, La;1.3 Homicidio por imprudencia;2013;5
17 Rioja, La;1.4 Inducción al suicidio;2019;0
17 Rioja, La;1.4 Inducción al suicidio;2018;0
17 Rioja, La;1.4 Inducción al suicidio;2017;0
17 Rioja, La;1.4 Inducción al suicidio;2016;0
17 Rioja, La;1.4 Inducción al suicidio;2015;""
17 Rioja, La;1.4 Inducción al suicidio;2014;""
17 Rioja, La;1.4 Inducción al suicidio;2013;0
17 Rioja, La;3 Lesiones;2019;428
17 Rioja, La;3 Lesiones;2018;529
17 Rioja, La;3 Lesiones;2017;493
17 Rioja, La;3 Lesiones;2016;421
17 Rioja, La;3 Lesiones;2015;301
17 Rioja, La;3 Lesiones;2014;282
17 Rioja, La;3 Lesiones;2013;277
17 Rioja, La;6 Contra la libertad;2019;173
17 Rioja, La;6 Contra la libertad;2018;202
17 Rioja, La;6 Contra la libertad;2017;192
17 Rioja, La;6 Contra la libertad;2016;188
17 Rioja, La;6 Contra la libertad;2015;106
17 Rioja, La;6 Contra la libertad;2014;78
17 Rioja, La;6 Contra la libertad;2013;74
17 Rioja, La;6.2 Amenazas;2019;134
17 Rioja, La;6.2 Amenazas;2018;139
17 Rioja, La;6.2 Amenazas;2017;149
17 Rioja, La;6.2 Amenazas;2016;151
17 Rioja, La;6.2 Amenazas;2015;71
17 Rioja, La;6.2 Amenazas;2014;60
17 Rioja, La;6.2 Amenazas;2013;53
17 Rioja, La;6.9 Coacciones y detenciones ilegales;2019;39
17 Rioja, La;6.9 Coacciones y detenciones ilegales;2018;63
17 Rioja, La;6.9 Coacciones y detenciones ilegales;2017;43
17 Rioja, La;6.9 Coacciones y detenciones ilegales;2016;37
17 Rioja, La;6.9 Coacciones y detenciones ilegales;2015;35
17 Rioja, La;6.9 Coacciones y detenciones ilegales;2014;18
17 Rioja, La;6.9 Coacciones y detenciones ilegales;2013;21
17 Rioja, La;7 Torturas e integridad moral;2019;40
17 Rioja, La;7 Torturas e integridad moral;2018;48
17 Rioja, La;7 Torturas e integridad moral;2017;35
17 Rioja, La;7 Torturas e integridad moral;2016;44
17 Rioja, La;7 Torturas e integridad moral;2015;48
17 Rioja, La;7 Torturas e integridad moral;2014;18
17 Rioja, La;7 Torturas e integridad moral;2013;26
17 Rioja, La;7.1 Trato degradante y violencia;2019;40
17 Rioja, La;7.1 Trato degradante y violencia;2018;48
17 Rioja, La;7.1 Trato degradante y violencia;2017;35
17 Rioja, La;7.1 Trato degradante y violencia;2016;44
17 Rioja, La;7.1 Trato degradante y violencia;2015;48
17 Rioja, La;7.1 Trato degradante y violencia;2014;18
17 Rioja, La;7.1 Trato degradante y violencia;2013;25
17 Rioja, La;7.2 Tortura;2019;0
17 Rioja, La;7.2 Tortura;2018;0
17 Rioja, La;7.2 Tortura;2017;0
17 Rioja, La;7.2 Tortura;2016;0
17 Rioja, La;7.2 Tortura;2015;0
17 Rioja, La;7.2 Tortura;2014;0
17 Rioja, La;7.2 Tortura;2013;1
17 Rioja, La;7.3 Otros;2019;0
17 Rioja, La;7.3 Otros;2018;0
17 Rioja, La;7.3 Otros;2017;0
17 Rioja, La;7.3 Otros;2016;0
17 Rioja, La;7.3 Otros;2015;0
17 Rioja, La;7.3 Otros;2014;0
17 Rioja, La;7.3 Otros;2013;0
17 Rioja, La;8 Contra la libertad e indemnidad sexuales;2019;18
17 Rioja, La;8 Contra la libertad e indemnidad sexuales;2018;11
17 Rioja, La;8 Contra la libertad e indemnidad sexuales;2017;17
17 Rioja, La;8 Contra la libertad e indemnidad sexuales;2016;10
17 Rioja, La;8 Contra la libertad e indemnidad sexuales;2015;12
17 Rioja, La;8 Contra la libertad e indemnidad sexuales;2014;20
17 Rioja, La;8 Contra la libertad e indemnidad sexuales;2013;38
17 Rioja, La;12 Contra las relaciones familiares;2019;25
17 Rioja, La;12 Contra las relaciones familiares;2018;30
17 Rioja, La;12 Contra las relaciones familiares;2017;25
17 Rioja, La;12 Contra las relaciones familiares;2016;49
17 Rioja, La;12 Contra las relaciones familiares;2015;31
17 Rioja, La;12 Contra las relaciones familiares;2014;29
17 Rioja, La;12 Contra las relaciones familiares;2013;17
17 Rioja, La;12.3 Contra los derechos y deberes familiares;2019;25
17 Rioja, La;12.3 Contra los derechos y deberes familiares;2018;30
17 Rioja, La;12.3 Contra los derechos y deberes familiares;2017;25
17 Rioja, La;12.3 Contra los derechos y deberes familiares;2016;47
17 Rioja, La;12.3 Contra los derechos y deberes familiares;2015;30
17 Rioja, La;12.3 Contra los derechos y deberes familiares;2014;29
17 Rioja, La;12.3 Contra los derechos y deberes familiares;2013;17
17 Rioja, La;12.3.1 Quebrantamiento de los deberes de custodia;2019;0
17 Rioja, La;12.3.1 Quebrantamiento de los deberes de custodia;2018;0
17 Rioja, La;12.3.1 Quebrantamiento de los deberes de custodia;2017;0
17 Rioja, La;12.3.1 Quebrantamiento de los deberes de custodia;2016;5
17 Rioja, La;12.3.1 Quebrantamiento de los deberes de custodia;2015;0
17 Rioja, La;12.3.1 Quebrantamiento de los deberes de custodia;2014;0
17 Rioja, La;12.3.1 Quebrantamiento de los deberes de custodia;2013;0
17 Rioja, La;12.3.2 Sustracción de menores;2019;0
17 Rioja, La;12.3.2 Sustracción de menores;2018;0
17 Rioja, La;12.3.2 Sustracción de menores;2017;0
17 Rioja, La;12.3.2 Sustracción de menores;2016;0
17 Rioja, La;12.3.2 Sustracción de menores;2015;0
17 Rioja, La;12.3.2 Sustracción de menores;2014;0
17 Rioja, La;12.3.2 Sustracción de menores;2013;0
17 Rioja, La;12.3.3 Abandono de familia;2019;25
17 Rioja, La;12.3.3 Abandono de familia;2018;30
17 Rioja, La;12.3.3 Abandono de familia;2017;25
17 Rioja, La;12.3.3 Abandono de familia;2016;42
17 Rioja, La;12.3.3 Abandono de familia;2015;30
17 Rioja, La;12.3.3 Abandono de familia;2014;29
17 Rioja, La;12.3.3 Abandono de familia;2013;17
17 Rioja, La;12.99 Otros delitos contra las relaciones familiares;2019;0
17 Rioja, La;12.99 Otros delitos contra las relaciones familiares;2018;0
17 Rioja, La;12.99 Otros delitos contra las relaciones familiares;2017;0
17 Rioja, La;12.99 Otros delitos contra las relaciones familiares;2016;2
17 Rioja, La;12.99 Otros delitos contra las relaciones familiares;2015;1
17 Rioja, La;12.99 Otros delitos contra las relaciones familiares;2014;0
17 Rioja, La;12.99 Otros delitos contra las relaciones familiares;2013;0
17 Rioja, La;13 Contra el patrimonio y el orden socioeconómico;2019;779
17 Rioja, La;13 Contra el patrimonio y el orden socioeconómico;2018;883
17 Rioja, La;13 Contra el patrimonio y el orden socioeconómico;2017;850
17 Rioja, La;13 Contra el patrimonio y el orden socioeconómico;2016;890
17 Rioja, La;13 Contra el patrimonio y el orden socioeconómico;2015;522
17 Rioja, La;13 Contra el patrimonio y el orden socioeconómico;2014;458
17 Rioja, La;13 Contra el patrimonio y el orden socioeconómico;2013;359
17 Rioja, La;13.1 Hurtos;2019;375
17 Rioja, La;13.1 Hurtos;2018;426
17 Rioja, La;13.1 Hurtos;2017;406
17 Rioja, La;13.1 Hurtos;2016;433
17 Rioja, La;13.1 Hurtos;2015;159
17 Rioja, La;13.1 Hurtos;2014;73
17 Rioja, La;13.1 Hurtos;2013;62
17 Rioja, La;13.2 Robos;2019;118
17 Rioja, La;13.2 Robos;2018;149
17 Rioja, La;13.2 Robos;2017;117
17 Rioja, La;13.2 Robos;2016;153
17 Rioja, La;13.2 Robos;2015;170
17 Rioja, La;13.2 Robos;2014;196
17 Rioja, La;13.2 Robos;2013;183
17 Rioja, La;13.2.1 Robo con violencia;2019;22
17 Rioja, La;13.2.1 Robo con violencia;2018;41
17 Rioja, La;13.2.1 Robo con violencia;2017;26
17 Rioja, La;13.2.1 Robo con violencia;2016;27
17 Rioja, La;13.2.1 Robo con violencia;2015;35
17 Rioja, La;13.2.1 Robo con violencia;2014;50
17 Rioja, La;13.2.1 Robo con violencia;2013;42
17 Rioja, La;13.2.2 Robo con fuerza;2019;96
17 Rioja, La;13.2.2 Robo con fuerza;2018;108
17 Rioja, La;13.2.2 Robo con fuerza;2017;91
17 Rioja, La;13.2.2 Robo con fuerza;2016;126
17 Rioja, La;13.2.2 Robo con fuerza;2015;135
17 Rioja, La;13.2.2 Robo con fuerza;2014;146
17 Rioja, La;13.2.2 Robo con fuerza;2013;141
17 Rioja, La;13.4 Robo y hurto de uso de vehículo;2019;7
17 Rioja, La;13.4 Robo y hurto de uso de vehículo;2018;8
17 Rioja, La;13.4 Robo y hurto de uso de vehículo;2017;7
17 Rioja, La;13.4 Robo y hurto de uso de vehículo;2016;10
17 Rioja, La;13.4 Robo y hurto de uso de vehículo;2015;10
17 Rioja, La;13.4 Robo y hurto de uso de vehículo;2014;7
17 Rioja, La;13.4 Robo y hurto de uso de vehículo;2013;8
17 Rioja, La;13.5 Usurpación;2019;21
17 Rioja, La;13.5 Usurpación;2018;18
17 Rioja, La;13.5 Usurpación;2017;20
17 Rioja, La;13.5 Usurpación;2016;9
17 Rioja, La;13.5 Usurpación;2015;18
17 Rioja, La;13.5 Usurpación;2014;12
17 Rioja, La;13.5 Usurpación;2013;8
17 Rioja, La;13.6 Defraudaciones;2019;167
17 Rioja, La;13.6 Defraudaciones;2018;165
17 Rioja, La;13.6 Defraudaciones;2017;186
17 Rioja, La;13.6 Defraudaciones;2016;161
17 Rioja, La;13.6 Defraudaciones;2015;73
17 Rioja, La;13.6 Defraudaciones;2014;106
17 Rioja, La;13.6 Defraudaciones;2013;51
17 Rioja, La;13.6.1 Estafas;2019;121
17 Rioja, La;13.6.1 Estafas;2018;117
17 Rioja, La;13.6.1 Estafas;2017;135
17 Rioja, La;13.6.1 Estafas;2016;114
17 Rioja, La;13.6.1 Estafas;2015;54
17 Rioja, La;13.6.1 Estafas;2014;70
17 Rioja, La;13.6.1 Estafas;2013;33
17 Rioja, La;13.6.2 BIS Apropiación indebida;2019;34
17 Rioja, La;13.6.2 BIS Apropiación indebida;2018;44
17 Rioja, La;13.6.2 BIS Apropiación indebida;2017;47
17 Rioja, La;13.6.2 BIS Apropiación indebida;2016;42
17 Rioja, La;13.6.2 BIS Apropiación indebida;2015;16
17 Rioja, La;13.6.2 BIS Apropiación indebida;2014;30
17 Rioja, La;13.6.2 BIS Apropiación indebida;2013;18
17 Rioja, La;13.6.3 Defraudaciones de fluido eléctrico;2019;12
17 Rioja, La;13.6.3 Defraudaciones de fluido eléctrico;2018;4
17 Rioja, La;13.6.3 Defraudaciones de fluido eléctrico;2017;4
17 Rioja, La;13.6.3 Defraudaciones de fluido eléctrico;2016;5
17 Rioja, La;13.6.3 Defraudaciones de fluido eléctrico;2015;3
17 Rioja, La;13.6.3 Defraudaciones de fluido eléctrico;2014;6
17 Rioja, La;13.6.3 Defraudaciones de fluido eléctrico;2013;0
17 Rioja, La;13.9 Daños;2019;71
17 Rioja, La;13.9 Daños;2018;78
17 Rioja, La;13.9 Daños;2017;75
17 Rioja, La;13.9 Daños;2016;77
17 Rioja, La;13.9 Daños;2015;41
17 Rioja, La;13.9 Daños;2014;34
17 Rioja, La;13.9 Daños;2013;30
17 Rioja, La;13.14 Receptación y blanqueo de capitales;2019;9
17 Rioja, La;13.14 Receptación y blanqueo de capitales;2018;23
17 Rioja, La;13.14 Receptación y blanqueo de capitales;2017;27
17 Rioja, La;13.14 Receptación y blanqueo de capitales;2016;33
17 Rioja, La;13.14 Receptación y blanqueo de capitales;2015;35
17 Rioja, La;13.14 Receptación y blanqueo de capitales;2014;18
17 Rioja, La;13.14 Receptación y blanqueo de capitales;2013;10
17 Rioja, La;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2019;11
17 Rioja, La;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2018;16
